Clave de Cartera,Número de solicitud,Nombre de PPI,Descripción de PPI,Clave Tipo de PPI,Tipo de PPI,Entidad Federativa,Descripción de Entidad,Total,Anteriores,ANIO_1,ANIO_2,ANIO_3,ANIO_4,ANIO_5,Posteriores,Monto Asignado,Ramo,Descripción de Ramo,Unidad,Descripción de Unidad,Fecha de Inicio,Fecha Fin,Fase descripción,Monto Calendario Fiscal 2022,Monto Calendario Propios 2022
S/CVE,62355,Mantenimiento 2019-2020 Central Santa Rosalia,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,109334183,5491013,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,5754431
S/CVE,62356,Mantenimiento 2019-2020 Turbogas y UMEs EPS III,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 3; 9; 15; 25; 26; 30,BAJA CALIFORNIA; BAJA CALIFORNIA SUR; CIUDAD DE MÉXICO; ESTADO DE MEXICO; SINALOA; SONORA; VERACRUZ,,0,16000000,44022878,0,0,0,0,421190000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,422183144
S/CVE,62357,Mantenimiento 2019-2020 Central Pdte. Emilio Portes Gil,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,27; 28,TABASCO; TAMAULIPAS,,0,240941354,79208784,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,12681124
S/CVE,62358,Mantenimiento 2019-2020 CT Francisco Villa,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8; 28,CHIHUAHUA; TAMAULIPAS,,0,94189881,58548561,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,4959912
S/CVE,62359,Mantenimiento 2019-2020 CT Presidente Juárez,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,236545223,36144349,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,12449749
S/CVE,62360,Mantenimiento 2019-2020 CT Puerto Libertad,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,370315401,114671574,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,19490284
S/CVE,62361,Mantenimiento 2019-2020 CCC Gómez Palacio,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,10,DURANGO,,0,298148508,48910673,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,15692027
S/CVE,62362,Mantenimiento 2019-2020 CCC Gral. Manuel Álvarez Moreno,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,6,COLIMA,,0,339861787,171023905,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,17887462
S/CVE,62363,Mantenimiento 2019-2020 CT Gral. Manuel Álvarez Moreno,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,6,COLIMA,,0,360618284,131065519,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,18979910
S/CVE,62364,Mantenimiento 2019-2020 CT José Aceves Pozos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,25,SINALOA,,0,435734605,168301056,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,22933400
S/CVE,62365,Mantenimiento 2019-2020 CT Juan De Dios Bátiz Paredes,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,25,SINALOA,,0,31631336,82446799,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,1664807
S/CVE,62366,Refaccionamiento 2019-2023 C.H. Carlos Ramírez Ulloa,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,12,GUERRERO,,0,28238862,20137707,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2024,En Proceso de Registro,0,1486256
S/CVE,62367,Refaccionamiento 2019-2023 C.H. Infiernillo y La Villita,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,12; 16,GUERRERO; MICHOACAN,,0,8600000,34516007,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2024,En Proceso de Registro,0,18748540
S/CVE,62368,Refaccionamiento 2019-2023 C.H. Falcon y La Amistad,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,5; 28,COAHUILA DE ZARAGOZA; TAMAULIPAS,,0,88249477,19586808,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2024,En Proceso de Registro,0,4644709
S/CVE,62370,Mantenimiento 2019-2020 CCC Empalme II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,92167030,85088803,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,4850896
S/CVE,62371,Mantenimiento 2019-2020 Central Samalayuca,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8; 10; 19,CHIHUAHUA; DURANGO; NUEVO LEON,,0,688448017,399857864,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,36234106
S/CVE,62372,Mantenimiento 2019-2020 Turbogas EPS IV,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 3; 5; 8; 10; 19,BAJA CALIFORNIA; BAJA CALIFORNIA SUR; COAHUILA DE ZARAGOZA; CHIHUAHUA; DURANGO; NUEVO LEON,,0,182104775,112574021,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,9584462
S/CVE,62373,Mantenimiento 2019-2020 CT Manzanillo II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,6,COLIMA,,0,510904233,54182294,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,26889696
S/CVE,62374,Mantenimiento 2019-2020 CT Punta Prieta,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,266463202,105884931,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,14024378
S/CVE,62375,Programa de Refaccionamiento para las Centrales Hidroeléctricas de la Subgerencia de Producción Hidroeléctrica EPS IV 2019 - 2023,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,7; 30,CHIAPAS; VERACRUZ,,0,87527929,77767879,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2024,En Proceso de Registro,0,4606733
S/CVE,62376,Mantenimiento 2019 Centrales Renovables Geotermia Cerro Prieto,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,176868374,354025615,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,9308862
S/CVE,62377,Mantenimiento 2019 Centrales Renovables Geotermia Tres Virgenes,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 3,BAJA CALIFORNIA; BAJA CALIFORNIA SUR,,0,117692487,9205181,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,6194341
S/CVE,62378,Refaccionamiento Mayor a Centrales Hidroeléctricas Grupo I,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,20; 21; 24; 30,OAXACA; PUEBLA; SAN LUIS POTOSI; VERACRUZ,,0,194905977,28639697,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,100000000
S/CVE,62379,Refaccionamiento Mayor a Centrales Hidroeléctricas Grupo II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,7; 20,CHIAPAS; OAXACA,,0,49304015,26770246,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,2594948
S/CVE,62380,Refaccionamiento Mayor a Centrales Hidroeléctricas Grupo III,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,12; 21,GUERRERO; PUEBLA,,0,8500000,9566595,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,19246783
S/CVE,62381,"Estudios de Preinversiónpara el desarrollo de las áreas Geotérmicas asignadas por la SENER a la CFE, Gerencia de Proyectos Geotermoeléctricos",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,9; 30,CIUDAD DE MÉXICO; VERACRUZ,,0,377264813,9702944,0,0,0,0,116034081,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,144552589
S/CVE,62382,Estudios de Preinversión de Energía Renovable en la República Mexicana GPG,Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,9,CIUDAD DE MÉXICO,,0,13279127,1894742,0,0,0,0,11745919,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,24997915
'2050GYR0003,62386,Modernización de la Planta de Reproducciones Gráficas.,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,24389407,0,0,0,0,0,0,0,24389407,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/07/2020,31/12/2022,Vigente,0,24389407
S/CVE,62404,"Adquisición de catalizadores y resinas capitalizables en plantas de proceso, refinería de Salamanca 3",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,11,GUANAJUATO,,0,157774707,128289738,0,0,0,280654173,5000000,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/01/2020,31/12/2024,En Proceso de Registro,0,409500000
S/CVE,62405,Adquisiciones de resinas de intercambio iónico para la planta de tratamiento de agua de la refinería Miguel Hidalgo Tula,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,13,HIDALGO,,0,882127,0,0,0,0,46945034,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/01/2020,31/12/2024,En Proceso de Registro,0,34501264
S/CVE,62406,Adquisición de Resinas de Intercambio Iónico para la planta tratamiento de Agua de la Refinería Ing. Antonio M Amor. Salamanca 2,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,11,GUANAJUATO,,0,15000000,8465714,0,0,0,36021168,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/01/2020,31/12/2024,En Proceso de Registro,0,42847067
'2150GYR0013,62412,"Ampliación de las áreas de gobierno, UCIA y hospitalización de medicina interna del Hospital General de Zona No 14, en Guadalajara, Jalisco",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,14,JALISCO,190978068,0,101661346,0,0,0,0,0,89316722,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/05/2021,31/12/2022,Vigente,0,89316722
S/CVE,62441,Adquisiciones de vehículos de contraincendio por sustitución de vida útil terminada para la refinería de Tula,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,13,HIDALGO,,0,0,0,0,0,0,61133144,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/01/2020,31/12/2023,En Proceso de Registro,0,25226817
S/CVE,62442,Mantenimiento 2019 Central Valle de México,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 9; 11; 15,BAJA CALIFORNIA; CIUDAD DE MÉXICO; GUANAJUATO; ESTADO DE MEXICO,,0,122397986,789431648,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,200000000
S/CVE,62444,Mantenimiento 2019 CCC Chihuahua II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8,CHIHUAHUA,,0,335053724,668497153,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,17634407
S/CVE,62445,Programa de Mantenimiento a Unidades Generadoras del Proceso Termoeléctrico CCC Poza Rica 2019 - 2020,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,30,VERACRUZ,,0,36626168,326460874,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,1927693
S/CVE,62446,Programa de Mantenimiento a Unidades Generadoras del Proceso Termoeléctrico CCI Gral Agustin Olachea Aviles 2019 - 2020,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3; 26,BAJA CALIFORNIA SUR; SONORA,,0,339313353,43934265,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,17858598
S/CVE,62447,Programa de Mantenimiento a Unidades Generadoras del Proceso Termoeléctrico CT Altamira 2019 - 2020,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,28,TAMAULIPAS,,0,688148091,22121054,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,36218321
S/CVE,62448,Programa de Mantenimiento a Unidades Generadoras del Proceso Termoeléctrico CTGuadalupe Victoria 2019 - 2020,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,10,DURANGO,,0,396661680,75953763,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,20876930
'2010LAU0002,62473,Inventario Minero y Exploración en Distritos Mineros susceptibles de ser reactivados,Otros proyectos de Inversión,5,Otros proyectos de Inversión,35,NACIONAL,42924817,0,14066928,13446328,0,0,0,0,14900000,10,Economía,LAU,Servicio Geológico Mexicano,01/05/2020,31/12/2022,Vigente,0,15411561
'2010LAU0001,62478,"Estudios para localización de sitios de confinamientos de desechos urbanos, industriales y radiactivos",Otros proyectos de Inversión,5,Otros proyectos de Inversión,8,CHIHUAHUA,16859627,0,5688831,5171665,0,0,0,0,5800000,10,Economía,LAU,Servicio Geológico Mexicano,01/05/2020,31/12/2022,Vigente,0,5999131
'2010LAU0004,62479,Inventario de pasivos ambientales mineros por estado,Otros proyectos de Inversión,5,Otros proyectos de Inversión,8,CHIHUAHUA,16290744,0,5947414,4137332,0,0,0,0,6000000,10,Economía,LAU,Servicio Geológico Mexicano,01/05/2020,31/12/2022,Vigente,0,6205998
S/CVE,62482,Integración de servicios telefónicos IP al Core de voz,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,,0,177800000,0,0,0,0,474802083,62621725,52,Petróleos Mexicanos,T9N,Pemex Corporativo,01/01/2020,31/12/2025,En Proceso de Registro,0,160744675
S/CVE,62483,"Adquisición, instalación y puesta en operación de torres estructurales",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,,0,57922645,0,0,0,0,14571933,25000000,52,Petróleos Mexicanos,T9N,Pemex Corporativo,01/01/2020,31/12/2023,En Proceso de Registro,0,25000000
S/CVE,62484,Fortalecimiento de la infraestructura de telecomunicaciones Core y WAN de Pemex,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,,0,90611097,1262213,0,0,0,704385809,20754135,52,Petróleos Mexicanos,T9N,Pemex Corporativo,01/01/2020,31/12/2026,En Proceso de Registro,0,270942971
S/CVE,62485,Implementación del Centro de Monitoreo Integral de Servicios de TI de Pemex,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,,0,0,66676,0,0,0,0,0,52,Petróleos Mexicanos,T9N,Pemex Corporativo,01/01/2020,31/12/2022,En Proceso de Registro,0,30335701
S/CVE,62486,Adquisición de licencias y programas de informática para soportar las operaciones de Pemex,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,,0,490833483,134276376,0,0,0,1405391551,657532238,52,Petróleos Mexicanos,T9N,Pemex Corporativo,01/01/2020,31/12/2023,En Proceso de Registro,0,747354413
S/CVE,62488,"Renovación tecnológica y crecimiento de los sistemas de almacenamiento, solución integral de respaldos y soporte técnico especializado",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,,0,90000000,0,0,0,0,0,0,52,Petróleos Mexicanos,T9N,Pemex Corporativo,01/01/2020,31/12/2022,En Proceso de Registro,0,818123742
'2051GYN0020,62490,"Sustitución por Obra Nueva de la Unidad de Medicina Familiar en Arcelia, Guerrero.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,12,GUERRERO,15523774,0,0,0,0,0,0,0,15500000,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,GYN,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,01/01/2022,31/12/2022,Vigente,0,15523774
S/CVE,62502,Suministro e Instalación del Sistema Supervisorio de Bombas de Recirculación de Reactor U1 y U2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,,0,26781189,9641228,0,0,0,0,11783723,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,11783723
S/CVE,62503,Reemplazo de Unidades Motoras de la Central Nucleoeléctrica Laguna Verde,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,25; 30,SINALOA; VERACRUZ,,0,66460124,71888211,0,0,0,136071477,66549213,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2024,En Proceso de Registro,0,66549213
'1909J3G0004,62514,"Proyecto para conclusión del puerto petrolero y comercial de Salina Cruz, Oaxaca (primera etapa).",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,20,OAXACA,10390624495,0,6179299170,560765196,0,0,0,8847911992,0,47,Entidades no Sectorizadas,AYH,Corredor Interoceánico del Istmo de Tehuantepec,01/11/2019,31/12/2024,Vigente,5193272632,0
'1909J3G0004,62514,"Proyecto para conclusión del puerto petrolero y comercial de Salina Cruz, Oaxaca (primera etapa).",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,20,OAXACA,10390624495,0,6179299170,560765196,0,0,0,8847911992,0,47,Entidades no Sectorizadas,J3G,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",01/11/2019,31/12/2024,Vigente,5193272632,0
'20096460003,62544,Camino Agua Prieta - Bavispe. Tr. del Km. 80+000 al Km. 140+000.,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,26,SONORA,776150000,0,321000000,0,0,0,0,0,455150000,9,Comunicaciones y Transportes,646,Centro SCT Sonora,01/01/2021,31/12/2022,Vigente,455150000,0
'2006G2T0001,62559,Conservación y mantenimiento de los inmuebles de Casa de Moneda de México.,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,24,SAN LUIS POTOSI,75397493,0,21450000,14358148,0,0,0,20992670,18590000,6,Hacienda y Crédito Público,G2T,Casa de Moneda de México,01/05/2020,31/12/2024,Vigente,0,18596675
'2050GYR0025,62565,"Implementación de la Unidad de Cuidados Intensivos Neonatales (UCIN) en el HGR 46 Guadalajara, Jalisco",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,14,JALISCO,38514992,0,0,0,0,0,0,0,0,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/01/2022,31/12/2022,Vigente,0,38514992
S/CVE,62568,A-0057-M - Campo Cactus,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,1111349874,362355360,0,0,0,676215366,1494618152,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2023,En Proceso de Registro,0,1674937898
S/CVE,62569,A-0144-M - Campo Giraldas,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,137799372,47790176,9654036,0,0,1626150929,689351754,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2030,En Proceso de Registro,0,819855084
S/CVE,62570,A-0317-M - Campo Sunuapa,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,284044036,103044088,0,0,0,1502809888,1236683160,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2024,En Proceso de Registro,0,1616061366
S/CVE,62571,A-0329-M - Campo Teotleco,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,3512993846,943727660,0,0,0,917130281,478837740,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2029,En Proceso de Registro,0,500746067
'1911A2M0004,62573,Construcción Módulo B de la Unidad Iztapalapa,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,303144831,0,203604776,72912087,0,0,0,0,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/05/2020,31/12/2022,Vigente,26627968,0
'2050GYR0037,62587,"Ampliación y remodelación de las áreas de quirófanos y Unidad de Cuidados Intensivos en el Hospital General Regional No. 20 en Tijuana, Baja California",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,2,BAJA CALIFORNIA,205128521,0,96899374,0,0,0,0,0,108229147,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/03/2021,31/12/2022,Vigente,0,108229147
'20096410001,62588,Camino Texmalaquilla - San Manuel de la Sierra,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,21,PUEBLA,17935333,0,0,0,0,0,0,0,0,9,Comunicaciones y Transportes,641,Centro SCT Puebla,01/04/2020,31/12/2022,Vigente,17935333,0
'2112NCA0004,62594,Sustitución de Mobiliario y Equipo para el INC 2022,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,8671053,0,0,0,0,0,0,0,1734211,12,Salud,NCA,Instituto Nacional de Cardiología Ignacio Chávez,01/01/2022,31/12/2022,Vigente,6936842,1734211
'19096380001,62597,Camino Presa del Cajón - Carretones - Aserradero de las Palas - Guadalupe Ocotán,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,18,NAYARIT,496479814,0,196590000,0,0,0,0,16479814,283410000,9,Comunicaciones y Transportes,638,Centro SCT Nayarit,01/02/2020,31/12/2023,Vigente,283410000,0
S/CVE,62605,Mantenimiento 2019 Centrales Termoeléctricas SPTP,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,4; 26; 31,CAMPECHE; SONORA; YUCATAN,,0,16327137,406746110,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,859323
S/CVE,62607,Mantenimiento 2019 CT Pdte. Adolfo López Mateos Rec. U4,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,30,VERACRUZ,,0,426466066,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,22445582
S/CVE,62609,Mantenimiento 2019 CCC Cogeneración Salamanca,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9; 11; 15,CIUDAD DE MÉXICO; GUANAJUATO; ESTADO DE MEXICO,,0,200761663,141074888,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,10566403
S/CVE,62610,Mantenimiento 2019-2020 CCC Dos Bocas,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,30,VERACRUZ,,0,204531224,260545822,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,10764801
S/CVE,62611,Mantenimiento 2019 Central Huinalá I,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,19,NUEVO LEON,,0,113579329,91003857,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,5977859
S/CVE,62612,Mantenimiento 2019 CCC Huinalá II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,19,NUEVO LEON,,0,292224188,121924515,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,15380220
S/CVE,62613,Mantenimiento 2019 Centrales de Combustión Interna SPTP,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3; 9; 23; 31,BAJA CALIFORNIA SUR; CIUDAD DE MÉXICO; QUINTANA ROO; YUCATAN,,0,24598486,77910110,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,1294657
S/CVE,62614,Mantenimiento 2019 Centrales Eólicas y Fotovoltáicas SPTP,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 3; 20; 23,BAJA CALIFORNIA; BAJA CALIFORNIA SUR; OAXACA; QUINTANA ROO,,0,170024656,6328053,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,8948666
S/CVE,62615,Mantenimiento 2019 Centrales Generadoras Geotermoeléctricas SPTS,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,16; 21; 26,MICHOACAN; PUEBLA; SONORA,,0,178117712,277848293,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,9374616
S/CVE,62620,Mantenimiento a Sistemas de Transporte por Ducto Permiso 6  Progreso,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,31,YUCATAN,,0,28423130,0,0,0,0,23430713,0,52,Petróleos Mexicanos,T9K,Pemex Logística,01/01/2020,31/12/2024,En Proceso de Registro,0,39455868
S/CVE,62625,A-0003-M - Campo Agave,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,131466997,32606078,0,0,0,0,172583936,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2022,En Proceso de Registro,0,213229230
